conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Breakfast & dinner included
NH Collection Maldives Havodda Resort
Opens in new window
Gaafu Dhaalu AtollShow on map
9.1
Superb
237 reviews
Sunset Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 95m²
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
₱ 65,091
Price ₱ 65,091
+₱ 731 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Breakfast included
La Palma Villa
Opens in new window
UkulhasShow on map
9.0
Superb
181 reviews
Deluxe Villa with 18% discount on All Excursions
Entire villa • 1 bedroom • 1 bathroom • 15m²
2 extra-large double beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 63,342₱ 8,868
Original price ₱ 63,342. Current price ₱ 8,868.
+₱ 2,781 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Plumeria Maldives
Opens in new window
ThinadhooShow on map
9.2
Superb
473 reviews
Location 9.5
Super Deluxe Double Room
1 double bed
Breakfast included
1 night, 2 adults
₱ 10,449
Price ₱ 10,449
+₱ 731 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","All meals included
Nova Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhangethiShow on map
9.5
Exceptional
145 reviews
Location 9.7
Beach Villa | 15% off on selected Watersports, Spa & Nova Experiences
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 80m²
1 extra-large double bed
All meals included
Only 3 left at this price on our site
1 night, 2 adults
₱ 88,006₱ 48,403
Original price ₱ 88,006. Current price ₱ 48,403.
+₱ 14,026 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Breakfast included
Vaali Maldives Island Escapes & Dive
Opens in new window
FelidhooShow on map
9.0
Superb
73 reviews
Location 9.6
Double Room
3 beds (1 single, 2 large doubles)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 7,782₱ 6,226
Original price ₱ 7,782. Current price ₱ 6,226.
+₱ 2,052 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Stay Mikado
Opens in new window
ThimarafushiShow on map
9.8
Exceptional
25 reviews
Booking.com pays
Double Room
1 large double bed
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 4,169₱ 3,960
Original price ₱ 4,169. Current price ₱ 3,960.
+₱ 1,317 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Siyam World Maldives - 24-Hour Premium All-inclusive with Free Transfer
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhigurahShow on map
9.2
Superb
618 reviews
Water Villa Pool + Slide - Free shared seaplane for 2 guests, minimum 7-night stay
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 84m²
1 extra-large double bed
1 night, 2 adults
₱ 45,518
Price ₱ 45,518
+₱ 12,563 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Breakfast included
The Standard, Huruvalhi Maldives
Opens in new window
Raa AtollShow on map
9.3
Superb
764 reviews
Location 9.4
Booking.com pays
Lagoon Overwater Villa with Private Pool
1 extra-large double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 35,644₱ 33,862
Original price ₱ 35,644. Current price ₱ 33,862.
+₱ 10,505 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Breakfast & dinner included
Makunudu Island
Opens in new window
MakunudhooShow on map
8.8
Fabulous
259 reviews
Location 9.3
Deluxe Beach Bungalow - Beach Front
Entire villa • 1 bedroom • 1 bathroom • 40m²
1 large double bed
Breakfast & dinner included
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site
1 night, 2 adults
₱ 32,795
Price ₱ 32,795
+₱ 37,400 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
,"1 night, 2 adults
₱ 20,566₱ 9,255
Original price ₱ 20,566. Current price ₱ 9,255.
+₱ 2,888 taxes and charges","Breakfast included
Radisson Blu Resort Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
FenfushiShow on map
8.7
Fabulous
908 reviews
Overwater Villa with Pool and Lagoon View
Entire villa • 1 bedroom • 2 bathrooms • 220m²
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 left at this price on our site
1 night, 2 adults
₱ 48,637
Price ₱ 48,637
+₱ 80,237 taxes and charges
See availability",none,Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),star
